Client_Id,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_Count,Contacts_Count,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
788730933,Existing Customer,44.0,F,2,Uneducated,Single,Less than $40K,Blue,35.94394844992638,6,3.0,3.0,2084.0,1468,616.0,1132.0,28.0,0.704
711314058,Existing Customer,49.0,M,2,Graduate,Married,$60K - $80K,Blue,32.0,2,2.0,2.0,1687.0,1107,580.0,1670.0,17.0,0.656
717975333,Existing Customer,50.0,M,2,Doctorate,Married,$80K - $120K,Blue,38.0,6,2.0,2.0,8631.953698034955,1330,7469.139636614989,837.0,15.0,0.053
715971108,Existing Customer,51.0,M,4,Graduate,Single,$120K +,Blue,42.0,3,2.0,3.0,8631.953698034955,1763,7469.139636614989,1550.0,41.0,0.051
720096558,Existing Customer,55.0,F,2,Graduate,Married,Less than $40K,Blue,42.0,5,3.0,3.0,2216.0,1034,1182.0,1540.0,36.0,0.467
719580033,Existing Customer,54.0,M,1,Graduate,Married,$60K - $80K,Blue,43.0,4,2.0,3.0,2910.0,2030,880.0,1256.0,21.0,0.698
820582308,Existing Customer,42.0,M,5,Uneducated,Married,$80K - $120K,Blue,37.0,6,2.0,2.0,22913.0,1528,21385.0,1394.0,35.0,0.067
789973308,Existing Customer,44.0,M,1,College,Single,$60K - $80K,Blue,35.0,3,3.0,3.0,8631.953698034955,1932,22380.0,1341.0,24.0,0.079
712876233,Existing Customer,53.0,M,2,Graduate,Single,$80K - $120K,Blue,36.0,5,3.0,2.0,5272.0,1515,3757.0,1289.0,33.0,0.287
804595158,Existing Customer,44.0,F,4,Graduate,Single,Less than $40K,Blue,36.0,6,4.0,2.0,7000.0,2517,4483.0,1112.0,23.0,0.36
714826758,Existing Customer,37.0,F,3,Uneducated,Single,Less than $40K,Blue,29.0,4,4.0,2.0,7038.0,1801,5237.0,2339.0,57.0,0.256
779058108,Existing Customer,49.0,M,3,Graduate,Divorced,$60K - $80K,Blue,30.0,6,1.0,2.0,2536.0,1823,713.0,1468.0,23.0,0.719
710790258,Existing Customer,47.0,M,2,Graduate,Married,$80K - $120K,Blue,38.0,6,3.0,2.0,8631.953698034955,1899,7469.139636614989,1334.0,35.0,0.066
715623483,Existing Customer,47.0,M,3,Graduate,Married,$60K - $80K,Blue,37.0,4,4.0,2.4553174681544387,8567.0,1695,6872.0,1457.0,41.0,0.198
715156383,Existing Customer,44.0,M,1,Graduate,Married,$120K +,Blue,36.0,6,2.0,2.0,8631.953698034955,1533,7469.139636614989,1603.0,29.0,0.044
711013983,Attrited Customer,55.0,F,4,Graduate,Married,$40K - $60K,Blue,45.0,2,4.0,3.0,2158.0,0,2158.0,615.0,12.0,0.0
755420433,Existing Customer,59.0,F,1,Graduate,Married,Unknown,Blue,35.94394844992638,2,3.0,3.0,10133.0,1417,8716.0,1068.0,20.0,0.14
794543958,Existing Customer,53.0,M,1,Graduate,Divorced,$80K - $120K,Blue,35.0,5,4.0,2.0,8631.953698034955,1219,7469.139636614989,1590.0,27.0,0.035
716396358,Existing Customer,52.0,M,2,Graduate,Married,$60K - $80K,Blue,47.0,5,3.0,2.4553174681544387,3085.0,1910,1175.0,1531.0,35.0,0.619
715398033,Existing Customer,53.0,M,2,High School,Single,$120K +,Blue,35.0,4,2.0,1.0,19040.0,2056,16984.0,1212.0,31.0,0.108
711743883,Existing Customer,43.0,F,3,Uneducated,Single,Less than $40K,Blue,35.0,5,2.0,3.0,4026.0,0,4026.0,1237.0,32.0,0.0
719720058,Existing Customer,44.0,M,3,High School,Single,$60K - $80K,Blue,31.0,4,3.0,1.0,12756.0,837,11919.0,1413.0,14.0,0.066
778992108,Existing Customer,57.0,M,2,Graduate,Married,$120K +,Blue,45.0,5,3.0,3.0,5266.0,0,5266.0,1516.0,29.0,0.0
717539808,Existing Customer,51.0,F,2,High School,Single,Less than $40K,Blue,36.0,3,2.0,2.0,9930.0,0,9930.0,1276.0,21.0,0.0
714070758,Existing Customer,49.0,M,4,High School,Single,$80K - $120K,Blue,38.0,4,3.0,2.4553174681544387,8631.953698034955,1953,7469.139636614989,1564.0,35.0,0.062
714107958,Existing Customer,45.0,M,1,Graduate,Single,$40K - $60K,Blue,36.0,4,4.0,3.0,6576.0,0,6576.0,1465.0,34.0,0.0
789140283,Existing Customer,53.0,M,0,Graduate,Single,$80K - $120K,Blue,42.0,5,4.0,1.0,2664.0,2037,627.0,1286.0,29.0,0.765
715550508,Existing Customer,45.0,F,3,Graduate,Married,Unknown,Blue,28.0,5,1.0,2.0,2535.0,2440,95.0,1312.0,20.0,0.963
719712633,Existing Customer,64.0,M,1,Graduate,Married,Less than $40K,Blue,35.94394844992638,6,4.0,3.0,1709.0,895,814.0,1673.0,32.0,0.524
772629333,Existing Customer,45.0,M,3,Graduate,Married,$40K - $60K,Blue,35.0,5,4.0,2.0,3454.0,1200,2254.0,1313.0,30.0,0.347
720336708,Existing Customer,53.0,M,3,Doctorate,Married,$40K - $60K,Blue,35.0,5,3.0,2.0,3789.0,1706,2083.0,1609.0,42.0,0.45
802013583,Existing Customer,56.0,M,3,College,Married,$120K +,Blue,50.0,3,2.0,2.4553174681544387,9689.0,2250,7439.0,1158.0,19.0,0.232
711887583,Attrited Customer,47.0,M,2,Graduate,Married,$80K - $120K,Blue,37.0,2,3.0,3.0,5449.0,1628,3821.0,836.0,18.0,0.299
714778833,Existing Customer,49.0,F,3,College,Single,Unknown,Blue,43.0,4,4.0,2.4553174681544387,23032.0,1960,21072.0,1289.0,22.0,0.085
713843283,Existing Customer,41.0,F,3,Graduate,Married,Unknown,Silver,34.0,5,3.0,3.0,8631.953698034955,2053,7469.139636614989,1487.0,26.0,0.059
779155158,Existing Customer,53.0,M,3,Graduate,Married,$120K +,Blue,34.0,6,2.0,2.0,2940.0,1264,1676.0,1259.0,33.0,0.43
721091583,Existing Customer,44.0,F,2,Graduate,Single,Less than $40K,Blue,32.0,3,3.0,3.0,3031.0,1879,1152.0,1298.0,15.0,0.62
713572683,Existing Customer,44.0,M,3,High School,Married,$60K - $80K,Blue,25.0,3,3.0,2.4553174681544387,1862.0,0,1862.0,1226.0,34.0,0.0
716657058,Existing Customer,43.0,F,4,Post-Graduate,Married,Less than $40K,Blue,33.0,2,3.0,3.0,8358.0,926,7432.0,1566.0,37.0,0.111
779509983,Existing Customer,53.0,M,2,Post-Graduate,Single,$120K +,Blue,36.0,6,1.0,2.0,8631.953698034955,931,7469.139636614989,1022.0,21.0,0.027
717929133,Existing Customer,44.0,M,1,Uneducated,Married,$60K - $80K,Blue,36.0,5,2.0,3.0,14450.0,2440,12010.0,1235.0,30.0,0.169
808284783,Existing Customer,62.0,F,1,Graduate,Married,Less than $40K,Blue,35.928409203120374,6,2.3411671768539546,2.4553174681544387,1438.3,0,1438.3,1951.0,44.0,0.0
708476808,Existing Customer,54.0,M,4,Graduate,Divorced,$120K +,Blue,36.0,6,3.0,2.0,8631.953698034955,1960,7469.139636614989,1047.0,31.0,0.058
710916408,Existing Customer,57.0,M,4,Graduate,Married,$60K - $80K,Blue,39.0,4,3.0,2.4553174681544387,8466.0,1886,6580.0,1342.0,32.0,0.223
708492558,Existing Customer,42.0,M,3,Graduate,Married,$60K - $80K,Blue,36.0,5,3.0,3.0,15088.0,865,14223.0,1107.0,21.0,0.057
799825758,Existing Customer,42.0,M,4,High School,Divorced,$60K - $80K,Blue,36.0,5,1.0,2.0,3263.0,1674,1589.0,1251.0,35.0,0.513
718619883,Existing Customer,54.0,F,0,Uneducated,Married,Less than $40K,Blue,36.0,2,2.0,2.0,1494.0,706,788.0,1305.0,24.0,0.473
711844758,Existing Customer,48.0,M,3,Graduate,Single,$80K - $120K,Blue,35.0,6,1.0,2.4553174681544387,13551.0,1294,12257.0,1388.0,37.0,0.095
714798783,Existing Customer,49.0,M,1,Graduate,Single,$80K - $120K,Blue,36.0,6,2.0,2.0,18886.0,895,17991.0,1235.0,18.0,0.047
826762908,Existing Customer,52.0,M,3,High School,Married,$80K - $120K,Blue,48.0,3,2.0,2.4553174681544387,11976.0,1273,10703.0,2089.0,36.0,0.106
771894558,Existing Customer,50.0,M,3,High School,Single,$80K - $120K,Blue,39.0,4,1.0,4.0,9964.0,1559,8405.0,1626.0,25.0,0.156
721074183,Existing Customer,49.0,M,1,Doctorate,Married,$60K - $80K,Blue,36.0,4,2.3411671768539546,3.0,8631.953698034955,1196,7469.139636614989,1111.0,24.0,0.05
715259583,Existing Customer,53.0,F,2,High School,Married,Less than $40K,Blue,44.0,3,2.0,3.0,5362.0,1901,3461.0,1553.0,38.0,0.355
718414008,Existing Customer,50.0,M,2,Graduate,Single,$120K +,Blue,36.0,3,2.0,2.0,8631.953698034955,1023,7469.139636614989,1064.0,13.0,0.03
719666283,Existing Customer,55.0,F,1,Doctorate,Married,Less than $40K,Blue,36.0,4,1.0,2.4553174681544387,3174.0,1951,1223.0,1243.0,29.0,0.615
714877233,Existing Customer,53.0,M,1,High School,Married,$80K - $120K,Blue,47.0,3,2.0,2.0,12262.0,1836,10426.0,1659.0,38.0,0.15
785387883,Existing Customer,47.0,F,3,High School,Single,$40K - $60K,Blue,41.0,4,3.0,3.0,3788.0,1540,2248.0,1594.0,47.0,0.407
771075258,Existing Customer,55.0,M,2,College,Single,$120K +,Silver,42.0,2,3.0,2.0,8631.953698034955,1527,7469.139636614989,1268.0,42.0,0.044
711318033,Existing Customer,47.0,M,3,Graduate,Single,$60K - $80K,Blue,36.0,4,2.0,2.0,2926.0,0,2926.0,1304.0,24.0,0.0
783554958,Existing Customer,58.0,M,4,Graduate,Single,$120K +,Blue,35.94394844992638,6,1.0,2.4553174681544387,8631.953698034955,0,7469.139636614989,1368.0,30.0,0.0
720201033,Attrited Customer,53.0,M,2,Graduate,Married,$80K - $120K,Blue,41.0,3,3.0,2.0,11669.0,2227,9442.0,720.0,23.0,0.191
718039683,Existing Customer,52.0,M,2,High School,Single,$40K - $60K,Blue,45.0,3,1.0,2.0,13532.0,1300,12232.0,1521.0,29.0,0.096
710806083,Existing Customer,50.0,F,1,Uneducated,Married,Less than $40K,Silver,36.0,4,2.0,2.0,11888.0,2090,9798.0,1137.0,30.0,0.176
714752208,Existing Customer,42.0,F,1,Graduate,Married,Less than $40K,Blue,36.0,5,1.0,2.0,2393.0,1985,408.0,978.0,16.0,0.83
822063408,Existing Customer,43.0,M,4,Graduate,Married,$40K - $60K,Blue,39.0,5,1.0,2.0,6111.0,2517,3594.0,1221.0,16.0,0.412
714490308,Existing Customer,57.0,M,4,Graduate,Married,$80K - $120K,Blue,46.0,3,2.0,3.0,19270.0,1662,17608.0,1565.0,28.0,0.086
713356833,Existing Customer,52.0,M,1,Graduate,Married,$80K - $120K,Blue,43.0,3,1.0,4.0,3710.0,2517,1193.0,1578.0,34.0,0.678
711402333,Existing Customer,47.0,M,2,Doctorate,Single,Less than $40K,Blue,37.0,2,1.0,3.0,3235.0,797,2438.0,1493.0,32.0,0.246
708296883,Existing Customer,44.0,F,3,Graduate,Single,$40K - $60K,Blue,38.0,3,1.0,2.4553174681544387,11749.0,788,10961.0,1178.0,27.0,0.067
719154483,Existing Customer,53.0,M,2,High School,Divorced,$60K - $80K,Blue,36.0,5,3.0,2.0,7753.0,2100,5653.0,991.0,26.0,0.271
717721458,Existing Customer,45.0,M,4,College,Divorced,$60K - $80K,Blue,40.0,5,1.0,2.4553174681544387,10408.0,1186,9222.0,2560.0,42.0,0.114
711112683,Existing Customer,63.0,F,1,College,Married,Unknown,Blue,36.0,6,2.0,3.0,3967.0,1568,2399.0,1657.0,29.0,0.395
715674483,Existing Customer,39.0,F,2,Post-Graduate,Single,Less than $40K,Blue,27.0,4,2.0,2.0,6205.0,2517,3688.0,1204.0,19.0,0.406
789322833,Attrited Customer,48.0,F,5,High School,Married,Less than $40K,Blue,38.0,1,3.0,3.0,8025.0,0,8025.0,673.0,18.0,0.0
789968058,Existing Customer,51.0,M,1,Graduate,Single,$120K +,Blue,42.0,6,2.0,3.0,9036.0,2327,6709.0,1131.0,18.0,0.258
709919283,Existing Customer,54.0,M,4,Graduate,Married,$80K - $120K,Blue,34.0,2,3.0,2.0,14926.0,2517,12409.0,1576.0,25.0,0.169
718744008,Existing Customer,59.0,F,1,Graduate,Single,Less than $40K,Blue,36.0,3,2.0,3.0,6335.0,1128,5207.0,1217.0,20.0,0.178
767712558,Attrited Customer,59.0,M,1,College,Single,$60K - $80K,Blue,35.94394844992638,2,3.0,3.0,14979.0,0,14979.0,530.0,10.0,0.0
712950783,Attrited Customer,48.0,F,4,Uneducated,Married,Less than $40K,Blue,38.0,3,2.0,3.0,2732.0,0,2732.0,739.0,16.0,0.0
716104983,Existing Customer,41.0,F,2,Graduate,Single,Less than $40K,Blue,32.0,6,3.0,2.0,2250.0,2117,133.0,1617.0,31.0,0.941
818839983,Existing Customer,55.0,M,2,Graduate,Married,$120K +,Blue,50.0,3,2.0,2.4553174681544387,10916.0,1536,9380.0,1592.0,34.0,0.141
772288758,Existing Customer,47.0,F,4,Graduate,Married,Unknown,Blue,36.0,4,1.0,3.0,5349.0,1228,4121.0,1343.0,30.0,0.23
712350858,Existing Customer,41.0,M,2,High School,Married,$80K - $120K,Blue,24.0,4,1.0,3.0,9366.0,1104,8262.0,1303.0,39.0,0.118
711009708,Existing Customer,40.0,M,3,High School,Single,$80K - $120K,Blue,28.0,5,1.0,2.4553174681544387,21617.0,0,21617.0,1351.0,22.0,0.0
712720158,Existing Customer,68.0,M,1,Graduate,Married,Unknown,Blue,35.928409203120374,5,2.0,3.0,13860.0,1652,12208.0,1910.0,32.0,0.119
712215258,Existing Customer,50.0,F,1,Graduate,Single,$40K - $60K,Silver,31.0,2,2.0,3.0,18386.0,0,18386.0,1298.0,22.0,0.0
773827008,Existing Customer,47.0,M,4,Uneducated,Single,$60K - $80K,Blue,41.0,6,2.0,2.0,2405.0,1540,865.0,1087.0,29.0,0.64
795232683,Existing Customer,53.0,F,1,College,Married,Less than $40K,Blue,47.0,4,2.0,3.0,2154.0,930,1224.0,1439.0,26.0,0.432
713786508,Existing Customer,42.0,F,5,Graduate,Married,$40K - $60K,Blue,36.0,3,3.0,3.0,2038.0,0,2038.0,1238.0,28.0,0.0
713539833,Existing Customer,48.0,F,4,High School,Single,$40K - $60K,Blue,38.0,6,1.0,3.0,8135.0,0,8135.0,1716.0,29.0,0.0
712454058,Existing Customer,49.0,M,1,Doctorate,Married,$120K +,Blue,38.0,6,1.0,3.0,9364.0,618,8746.0,1099.0,27.0,0.066
718759833,Existing Customer,44.0,F,2,Uneducated,Married,Unknown,Silver,35.0,4,3.0,2.0,8631.953698034955,0,7469.139636614989,1058.0,24.0,0.0
718803333,Existing Customer,43.0,F,4,Graduate,Divorced,Less than $40K,Blue,34.0,2,3.0,1.0,3195.0,1954,1241.0,1285.0,29.0,0.612
720253908,Existing Customer,56.0,M,0,High School,Married,$80K - $120K,Blue,43.0,5,2.0,1.0,2852.0,1024,1828.0,1651.0,28.0,0.359
714133158,Existing Customer,59.0,F,1,College,Single,Unknown,Blue,36.0,2,3.0,3.0,4224.0,1305,2919.0,1152.0,31.0,0.309
713187033,Existing Customer,46.0,M,1,Uneducated,Married,$60K - $80K,Blue,36.0,3,2.0,2.0,20459.0,2071,18388.0,1767.0,38.0,0.101
714791208,Existing Customer,47.0,F,4,Graduate,Divorced,Less than $40K,Blue,41.0,6,2.3411671768539546,3.0,3482.0,2114,1368.0,1039.0,24.0,0.607
772426383,Existing Customer,50.0,F,4,Uneducated,Married,$40K - $60K,Blue,40.0,5,2.0,3.0,3065.0,1570,1495.0,1130.0,28.0,0.512
710975883,Existing Customer,51.0,F,3,Uneducated,Married,Less than $40K,Blue,43.0,3,1.0,2.0,2185.0,1761,424.0,1645.0,30.0,0.806
714264408,Existing Customer,47.0,F,3,Uneducated,Married,Less than $40K,Blue,36.0,4,1.0,2.4553174681544387,1611.0,746,865.0,1413.0,29.0,0.463
715827858,Existing Customer,58.0,F,4,Uneducated,Married,Less than $40K,Blue,47.0,3,3.0,3.0,2822.0,2173,649.0,1218.0,23.0,0.77
713741358,Attrited Customer,46.0,M,5,Graduate,Single,$80K - $120K,Blue,33.0,6,3.0,3.0,8631.953698034955,2517,7469.139636614989,597.0,17.0,0.076
709531908,Existing Customer,53.0,M,3,High School,Married,$60K - $80K,Blue,47.0,5,2.0,2.0,1438.3,0,1438.3,2184.0,53.0,0.0
716493408,Existing Customer,45.0,F,4,Uneducated,Divorced,Unknown,Blue,36.0,4,3.0,3.0,15875.0,1719,14156.0,1592.0,37.0,0.108
