Client_Id,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_Count,Contacts_Count,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
715497558,Attrited Customer,44.0,F,1,College,Married,Less than $40K,Blue,36.0,6,3.0,3.0,3052.0,0,3052.0,2598.0,47.0,0.0
785038908,Existing Customer,43.0,F,0,Graduate,Married,Less than $40K,Blue,37.0,3,1.0,4.0,6380.0,1160,5220.0,4404.086303939963,124.0,0.182
708916083,Attrited Customer,49.0,F,0,Doctorate,Married,Less than $40K,Blue,37.0,5,2.0,3.0,1749.0,0,1749.0,2510.0,38.0,0.0
789508758,Existing Customer,54.0,F,2,Graduate,Single,Less than $40K,Blue,46.0,3,2.0,3.0,4170.0,641,3529.0,3669.0,67.0,0.154
751155783,Existing Customer,47.0,F,2,High School,Married,$40K - $60K,Blue,40.0,2,1.0,3.0,4074.0,1868,2206.0,4404.086303939963,118.0,0.459
716441058,Existing Customer,45.0,F,4,High School,Single,Less than $40K,Silver,36.0,2,2.3411671768539546,2.0,14416.0,0,14416.0,4404.086303939963,99.0,0.0
720983733,Attrited Customer,44.0,M,3,Graduate,Single,$60K - $80K,Blue,36.0,2,3.0,3.0,15422.0,864,14558.0,2136.0,54.0,0.056
720015183,Existing Customer,60.0,M,1,Graduate,Married,$120K +,Blue,46.0,6,3.0,1.0,5130.0,2048,3082.0,4601.0,88.0,0.399
809620833,Existing Customer,35.0,F,3,Graduate,Single,Unknown,Blue,30.0,3,3.0,2.0,9293.0,0,9293.0,2314.0,59.0,0.0
710180958,Existing Customer,43.0,M,3,High School,Single,$40K - $60K,Blue,33.0,5,2.0,3.0,3040.0,2517,523.0,1598.0,31.0,0.828
708100533,Existing Customer,55.0,F,3,College,Single,Less than $40K,Blue,36.0,3,3.0,3.0,2679.0,2277,402.0,4943.0,85.0,0.85
820394733,Existing Customer,52.0,M,0,College,Married,$120K +,Gold,47.0,2,1.0,1.0,8631.953698034955,1464,7469.139636614989,7690.0,87.0,0.042
719359458,Existing Customer,49.0,F,2,Uneducated,Single,Less than $40K,Blue,42.0,6,3.0,2.0,1991.0,0,1991.0,4527.0,66.0,0.0
716866308,Existing Customer,38.0,M,2,High School,Married,$60K - $80K,Blue,33.0,6,3.0,4.0,5940.0,1101,4839.0,1872.0,34.0,0.185
719680908,Existing Customer,47.0,F,0,College,Married,Less than $40K,Blue,27.0,3,1.0,3.0,1776.0,691,1085.0,4878.0,84.0,0.389
767197983,Existing Customer,52.0,F,2,High School,Single,Less than $40K,Blue,45.0,1,1.0,1.0,4209.0,0,4209.0,5938.0,83.0,0.0
713480583,Existing Customer,46.0,F,3,High School,Married,Unknown,Blue,36.0,5,2.0,2.0,4668.0,0,4668.0,1612.0,47.0,0.0
772601283,Existing Customer,39.0,M,1,Post-Graduate,Single,$80K - $120K,Blue,29.0,6,2.0,2.0,23034.0,1992,21042.0,2514.0,32.0,0.086
714292533,Existing Customer,48.0,F,3,College,Married,Less than $40K,Blue,36.0,4,1.0,2.0,2544.0,0,2544.0,3593.0,64.0,0.0
711835758,Existing Customer,50.0,M,3,Graduate,Married,$120K +,Blue,42.0,4,2.3411671768539546,3.0,8631.953698034955,2099,7469.139636614989,1756.0,35.0,0.061
780833058,Existing Customer,46.0,M,2,High School,Married,$40K - $60K,Blue,32.0,4,3.0,2.0,2619.0,2271,348.0,3835.0,60.0,0.867
788728608,Existing Customer,34.0,M,0,High School,Married,$40K - $60K,Blue,35.928409203120374,3,3.0,2.0,3870.0,1394,2476.0,1588.0,36.0,0.36
714346608,Attrited Customer,51.0,F,2,Graduate,Single,$40K - $60K,Blue,36.0,3,1.0,4.0,1495.0,0,1495.0,2220.0,50.0,0.0
714418158,Existing Customer,63.0,F,0,Uneducated,Single,Less than $40K,Blue,35.928409203120374,2,2.0,2.0,7264.0,851,6413.0,3527.0,69.0,0.117
714577233,Existing Customer,50.0,F,3,Graduate,Married,$40K - $60K,Blue,41.0,2,3.0,1.0,4755.0,0,4755.0,4404.086303939963,109.0,0.0
711368283,Existing Customer,39.0,M,2,Graduate,Married,$80K - $120K,Blue,27.0,3,3.0,2.0,8631.953698034955,1629,7469.139636614989,3448.0,53.0,0.047
766429908,Existing Customer,49.0,M,2,High School,Married,$60K - $80K,Blue,42.0,6,1.0,2.0,3017.0,786,2231.0,1640.0,37.0,0.261
714816258,Existing Customer,37.0,M,2,Graduate,Single,$60K - $80K,Blue,36.0,4,2.0,2.0,7638.0,947,6691.0,2336.0,58.0,0.124
708151008,Existing Customer,49.0,F,4,Graduate,Married,$40K - $60K,Blue,41.0,5,1.0,2.0,6250.0,644,5606.0,2433.0,41.0,0.103
710701233,Existing Customer,44.0,F,5,Graduate,Single,Unknown,Blue,37.0,3,1.0,1.0,17785.0,1259,16526.0,3890.0,72.0,0.071
709267308,Existing Customer,62.0,M,1,Graduate,Married,$80K - $120K,Blue,49.0,3,1.0,2.0,2437.0,1400,1037.0,1651.0,32.0,0.574
789365508,Attrited Customer,49.0,M,2,High School,Divorced,$40K - $60K,Blue,39.0,2,3.0,4.0,14839.0,512,14327.0,1453.0,26.0,0.035
713906508,Existing Customer,42.0,F,3,Graduate,Single,Less than $40K,Blue,36.0,6,3.0,3.0,2837.0,834,2003.0,3892.0,69.0,0.294
714516033,Existing Customer,53.0,M,3,High School,Married,$120K +,Blue,44.0,4,2.0,2.4553174681544387,9025.0,1005,8020.0,4412.0,87.0,0.111
717904383,Existing Customer,40.0,M,2,Graduate,Married,$80K - $120K,Blue,31.0,5,1.0,2.0,18693.0,2052,16641.0,1516.0,44.0,0.11
801518958,Existing Customer,56.0,F,1,Graduate,Married,Unknown,Blue,50.0,2,3.0,3.0,5338.0,0,5338.0,4139.0,69.0,0.0
712925808,Attrited Customer,51.0,F,1,Graduate,Married,$40K - $60K,Blue,36.0,2,3.0,2.0,2710.0,0,2710.0,4724.0,60.0,0.0
713474733,Attrited Customer,51.0,M,2,Graduate,Single,$80K - $120K,Blue,31.0,5,3.0,2.0,1438.3,327,1111.3,1783.0,40.0,0.227
710939283,Existing Customer,45.0,F,3,Uneducated,Divorced,$40K - $60K,Blue,36.0,3,2.0,4.0,4209.0,1300,2909.0,4404.086303939963,105.0,0.309
710638233,Attrited Customer,41.0,M,2,Graduate,Divorced,$40K - $60K,Blue,25.0,4,2.0,3.0,4277.0,2186,2091.0,4404.086303939963,69.0,0.511
713265858,Existing Customer,44.0,M,3,Graduate,Married,$120K +,Blue,32.0,4,2.0,2.0,8631.953698034955,1344,7469.139636614989,4795.0,92.0,0.039
713511108,Existing Customer,61.0,M,1,Uneducated,Married,$40K - $60K,Blue,47.0,5,3.0,4.0,1438.3,847,591.3,1397.0,43.0,0.589
779978283,Existing Customer,45.0,F,3,High School,Married,Unknown,Blue,34.0,4,2.0,1.0,5056.0,0,5056.0,4428.0,78.0,0.0
716432658,Existing Customer,48.0,F,3,High School,Married,Less than $40K,Blue,36.0,5,2.0,1.0,1438.3,0,1438.3,4490.0,65.0,0.0
716013858,Existing Customer,53.0,M,0,Graduate,Single,$80K - $120K,Blue,34.0,3,1.0,4.0,20231.0,1434,18797.0,5002.0,78.0,0.071
795904233,Existing Customer,38.0,F,3,Graduate,Single,Unknown,Blue,32.0,5,1.0,2.4553174681544387,8631.953698034955,727,7469.139636614989,1579.0,40.0,0.027
825743583,Existing Customer,39.0,F,2,Graduate,Single,Unknown,Silver,35.0,1,3.0,3.0,8631.953698034955,1971,7469.139636614989,4404.086303939963,121.0,0.061
708692583,Attrited Customer,44.0,F,2,High School,Single,Less than $40K,Blue,31.0,3,3.0,3.0,1506.0,168,1338.0,2312.0,44.0,0.112
779351208,Existing Customer,49.0,M,2,Graduate,Single,$60K - $80K,Blue,34.0,4,1.0,4.0,5176.0,0,5176.0,1902.0,56.0,0.0
711877458,Existing Customer,51.0,F,3,College,Married,Less than $40K,Blue,36.0,6,2.0,2.0,1936.0,0,1936.0,4072.0,72.0,0.0
712549758,Existing Customer,40.0,F,4,Graduate,Married,Unknown,Blue,25.0,6,2.0,1.0,8631.953698034955,0,7469.139636614989,3749.0,61.0,0.0
709161108,Attrited Customer,44.0,M,1,Graduate,Single,$60K - $80K,Blue,33.0,3,2.0,4.0,2540.0,0,2540.0,1531.0,31.0,0.0
715477233,Existing Customer,55.0,F,1,High School,Married,Unknown,Blue,36.0,3,2.0,3.0,6968.0,1430,5538.0,4037.0,69.0,0.205
821759658,Attrited Customer,41.0,F,4,High School,Divorced,$40K - $60K,Blue,37.0,3,2.0,3.0,4650.0,204,4446.0,2014.0,54.0,0.044
713772333,Attrited Customer,45.0,F,3,Graduate,Divorced,Less than $40K,Blue,34.0,4,3.0,1.0,3223.0,243,2980.0,1979.0,38.0,0.075
713610933,Existing Customer,40.0,F,2,Uneducated,Married,Less than $40K,Blue,26.0,3,2.0,1.0,2708.0,0,2708.0,4277.0,90.0,0.0
714974658,Existing Customer,48.0,F,4,College,Married,Less than $40K,Blue,36.0,6,1.0,4.0,2464.0,1867,597.0,1219.0,35.0,0.758
769063308,Existing Customer,45.0,M,3,Post-Graduate,Married,$80K - $120K,Blue,39.0,6,2.0,2.0,8631.953698034955,2323,7469.139636614989,1676.0,36.0,0.08
819214233,Existing Customer,43.0,F,3,Graduate,Married,Less than $40K,Blue,38.0,2,2.0,2.0,1530.0,0,1530.0,5138.0,84.0,0.0
709892658,Existing Customer,48.0,F,5,Graduate,Single,Less than $40K,Blue,38.0,5,3.0,2.0,1605.0,1300,305.0,4495.0,67.0,0.81
788907033,Existing Customer,40.0,M,2,High School,Married,$80K - $120K,Blue,26.0,1,3.0,1.0,5238.0,2077,3161.0,7321.0,73.0,0.397
711824358,Existing Customer,44.0,F,4,College,Single,Less than $40K,Blue,31.0,3,3.0,2.0,3228.0,0,3228.0,4524.0,70.0,0.0
717281658,Existing Customer,52.0,F,3,Graduate,Divorced,Less than $40K,Blue,41.0,3,3.0,4.0,6060.0,1687,4373.0,3953.0,65.0,0.278
773988708,Existing Customer,52.0,M,2,Uneducated,Married,$120K +,Silver,43.0,1,2.0,2.0,8631.953698034955,1588,7469.139636614989,7512.0,81.0,0.046
710782458,Existing Customer,31.0,M,1,Graduate,Married,$40K - $60K,Blue,35.94394844992638,6,2.0,2.4553174681544387,2469.0,1695,774.0,1615.0,36.0,0.687
719926683,Existing Customer,41.0,M,3,High School,Divorced,$60K - $80K,Blue,33.0,2,2.0,2.0,20749.0,2171,18578.0,4754.0,77.0,0.105
778671483,Existing Customer,33.0,F,3,Uneducated,Single,Less than $40K,Blue,35.928409203120374,5,3.0,3.0,1630.0,1008,622.0,4143.0,67.0,0.618
708563433,Attrited Customer,65.0,F,0,High School,Single,Unknown,Blue,35.928409203120374,3,2.3411671768539546,3.0,5894.0,477,5417.0,1616.0,32.0,0.081
789497283,Attrited Customer,50.0,M,2,High School,Single,$120K +,Blue,42.0,1,3.0,2.0,8631.953698034955,1723,7469.139636614989,7572.0,56.0,0.05
716613933,Existing Customer,51.0,F,3,High School,Single,$40K - $60K,Blue,36.0,6,2.3411671768539546,2.0,3417.0,1482,1935.0,3651.0,60.0,0.434
718535733,Existing Customer,40.0,F,1,Uneducated,Divorced,Less than $40K,Blue,25.0,3,3.0,1.0,3758.0,2047,1711.0,4928.0,79.0,0.545
714997683,Existing Customer,56.0,F,4,Graduate,Married,Unknown,Blue,49.0,5,1.0,3.0,14915.0,1111,13804.0,1388.0,35.0,0.074
716201883,Existing Customer,46.0,M,2,Graduate,Married,$120K +,Silver,39.0,2,2.0,3.0,8631.953698034955,1381,7469.139636614989,4404.086303939963,114.0,0.04
819634233,Attrited Customer,46.0,F,2,Graduate,Married,Less than $40K,Blue,40.0,5,2.0,2.0,6568.0,0,6568.0,1507.0,33.0,0.0
766649283,Existing Customer,49.0,F,3,Graduate,Divorced,Unknown,Blue,42.0,2,2.0,3.0,14072.0,1917,12155.0,4404.086303939963,107.0,0.136
708386958,Attrited Customer,47.0,F,3,Graduate,Married,Less than $40K,Blue,34.0,3,3.0,2.0,1561.0,0,1561.0,1947.0,28.0,0.0
719911458,Existing Customer,49.0,F,5,High School,Married,Less than $40K,Blue,36.0,4,2.0,3.0,2598.0,1848,750.0,4396.0,78.0,0.711
753327333,Existing Customer,41.0,M,3,Graduate,Married,$80K - $120K,Blue,34.0,4,4.0,1.0,13535.0,1291,12244.0,1028.0,21.0,0.095
711776433,Existing Customer,37.0,M,3,Uneducated,Single,$80K - $120K,Blue,26.0,4,2.0,2.0,23622.0,1153,22469.0,2574.0,65.0,0.049
709363383,Existing Customer,34.0,M,2,High School,Single,Unknown,Blue,36.0,3,4.0,2.0,22886.0,836,22050.0,2652.0,61.0,0.037
716529258,Existing Customer,42.0,M,4,Doctorate,Married,$80K - $120K,Blue,27.0,5,3.0,4.0,8631.953698034955,0,7469.139636614989,1591.0,35.0,0.0
714490308,Existing Customer,57.0,M,4,Graduate,Married,$80K - $120K,Blue,46.0,3,2.0,3.0,19270.0,1662,17608.0,1565.0,28.0,0.086
771795933,Attrited Customer,49.0,M,4,Graduate,Single,$120K +,Blue,38.0,3,3.0,4.0,8631.953698034955,2517,7469.139636614989,2376.0,55.0,0.073
714267858,Existing Customer,44.0,F,2,High School,Single,Unknown,Blue,37.0,6,2.0,1.0,4559.0,1680,2879.0,4934.0,76.0,0.369
714848958,Attrited Customer,47.0,F,2,Graduate,Single,Less than $40K,Gold,37.0,6,2.0,1.0,15109.0,897,14212.0,2315.0,43.0,0.059
715708308,Existing Customer,54.0,F,3,Doctorate,Married,$40K - $60K,Blue,39.0,3,1.0,3.0,2112.0,1594,518.0,1338.0,29.0,0.755
715014633,Attrited Customer,32.0,F,0,Uneducated,Married,Unknown,Blue,36.0,6,3.0,2.0,8791.0,0,8791.0,2579.0,51.0,0.0
716877258,Existing Customer,55.0,F,3,Graduate,Single,Less than $40K,Blue,48.0,4,3.0,2.0,3968.0,1374,2594.0,4641.0,65.0,0.346
780253533,Existing Customer,63.0,F,0,Graduate,Married,Less than $40K,Blue,49.0,5,3.0,2.4553174681544387,3558.0,2318,1240.0,1631.0,31.0,0.651
710516283,Existing Customer,50.0,M,1,High School,Single,$120K +,Blue,37.0,4,1.0,4.0,9758.0,1792,7966.0,4134.0,60.0,0.184
720532908,Existing Customer,36.0,F,2,Graduate,Divorced,$40K - $60K,Blue,35.94394844992638,4,3.0,2.0,9735.0,1245,8490.0,2967.0,80.0,0.128
779737233,Existing Customer,51.0,M,1,Graduate,Married,$60K - $80K,Blue,35.0,3,3.0,2.0,9589.0,628,8961.0,3971.0,66.0,0.065
713741358,Attrited Customer,46.0,M,5,Graduate,Single,$80K - $120K,Blue,33.0,6,3.0,3.0,8631.953698034955,2517,7469.139636614989,597.0,17.0,0.076
804661083,Existing Customer,50.0,M,0,Graduate,Single,$80K - $120K,Blue,45.0,3,2.0,2.0,2135.0,1506,629.0,4821.0,77.0,0.705
827360883,Existing Customer,47.0,F,3,High School,Married,Unknown,Blue,43.0,4,3.0,2.0,13473.0,1335,12138.0,1593.0,46.0,0.099
812785158,Existing Customer,42.0,M,4,Uneducated,Married,Less than $40K,Blue,37.0,4,3.0,2.0,2411.0,1797,614.0,4331.0,63.0,0.745
711371208,Existing Customer,50.0,F,4,College,Married,Unknown,Blue,36.0,4,2.0,2.0,6465.0,1863,4602.0,4490.0,68.0,0.288
779895108,Existing Customer,39.0,M,3,Graduate,Single,$80K - $120K,Blue,23.0,6,1.0,4.0,2718.0,2156,562.0,1711.0,36.0,0.793
767333808,Existing Customer,50.0,F,2,Graduate,Married,Less than $40K,Blue,43.0,5,3.0,4.0,3424.0,0,3424.0,4929.0,74.0,0.0
713763633,Existing Customer,54.0,F,2,Graduate,Married,Unknown,Blue,46.0,5,3.0,2.0,3014.0,794,2220.0,1488.0,30.0,0.263
788940558,Existing Customer,41.0,F,3,Graduate,Married,Less than $40K,Blue,27.0,6,1.0,2.0,2134.0,1085,1049.0,4224.0,75.0,0.508
708995283,Existing Customer,50.0,F,1,Graduate,Married,Unknown,Blue,36.0,1,1.0,3.0,10417.0,2290,8127.0,4871.0,75.0,0.22
714703158,Existing Customer,39.0,F,2,High School,Married,Less than $40K,Blue,36.0,6,2.0,3.0,1578.0,760,818.0,2017.0,43.0,0.482
770262183,Existing Customer,31.0,M,0,Uneducated,Single,Less than $40K,Blue,25.0,5,2.0,2.0,5715.0,1741,3974.0,2324.0,67.0,0.305
710944608,Existing Customer,39.0,M,3,Graduate,Married,$80K - $120K,Blue,31.0,6,2.0,4.0,8434.0,2222,6212.0,1414.0,27.0,0.263
719502183,Existing Customer,52.0,F,2,Graduate,Married,Less than $40K,Blue,36.0,3,1.0,3.0,4950.0,1829,3121.0,4529.0,73.0,0.369
708899283,Existing Customer,40.0,F,3,Uneducated,Single,Unknown,Blue,28.0,3,3.0,3.0,2690.0,1935,755.0,4917.0,81.0,0.719
709183683,Existing Customer,31.0,F,0,Uneducated,Single,Less than $40K,Blue,36.0,4,2.0,2.4553174681544387,5391.0,0,5391.0,1971.0,56.0,0.0
805261983,Existing Customer,35.0,F,4,Graduate,Married,Less than $40K,Blue,30.0,6,3.0,4.0,1626.0,979,647.0,2847.0,61.0,0.602
720070383,Existing Customer,41.0,F,3,Uneducated,Single,Unknown,Blue,29.0,6,3.0,3.0,2429.0,1966,463.0,4775.0,84.0,0.809
815062383,Existing Customer,35.0,F,2,High School,Married,Less than $40K,Blue,30.0,3,3.0,1.0,4549.0,1193,3356.0,1914.0,33.0,0.262
715474833,Existing Customer,37.0,M,2,College,Single,$80K - $120K,Blue,36.0,3,2.0,2.0,12944.0,1399,11545.0,4389.0,84.0,0.108
826068183,Existing Customer,36.0,M,1,Graduate,Married,$80K - $120K,Blue,32.0,4,4.0,3.0,15488.0,1463,14025.0,2916.0,50.0,0.094
711831558,Existing Customer,49.0,M,4,College,Divorced,$120K +,Blue,41.0,3,1.0,1.0,7184.0,1207,5977.0,3244.0,58.0,0.168
712157958,Attrited Customer,44.0,M,3,High School,Married,$80K - $120K,Blue,36.0,1,3.0,2.0,10908.0,0,10908.0,4883.0,42.0,0.0
789114408,Existing Customer,50.0,F,1,Post-Graduate,Single,$40K - $60K,Blue,38.0,3,1.0,4.0,4182.0,0,4182.0,4693.0,82.0,0.0
715736283,Existing Customer,55.0,F,4,Doctorate,Single,Less than $40K,Blue,44.0,3,1.0,1.0,1912.0,0,1912.0,4666.0,98.0,0.0
714731208,Existing Customer,63.0,F,0,Uneducated,Married,$40K - $60K,Blue,35.928409203120374,6,2.0,2.0,1651.0,1433,218.0,4050.0,58.0,0.868
770882508,Existing Customer,38.0,M,2,College,Married,$80K - $120K,Blue,24.0,4,1.0,2.4553174681544387,17162.0,773,16389.0,2457.0,54.0,0.045
713181558,Existing Customer,55.0,F,2,Doctorate,Married,Unknown,Blue,47.0,6,1.0,3.0,5794.0,0,5794.0,4201.0,73.0,0.0
721221783,Existing Customer,62.0,M,2,Graduate,Single,Less than $40K,Blue,48.0,6,3.0,2.0,5844.0,2013,3831.0,3546.0,65.0,0.344
773667708,Attrited Customer,50.0,M,1,Graduate,Divorced,$60K - $80K,Blue,44.0,3,4.0,3.0,7050.0,1008,6042.0,2176.0,39.0,0.143
789129033,Existing Customer,44.0,M,5,Graduate,Single,$80K - $120K,Blue,32.0,5,3.0,2.0,14910.0,877,14033.0,1150.0,26.0,0.059
711900033,Existing Customer,57.0,F,0,Doctorate,Married,Unknown,Blue,46.0,5,2.0,1.0,4661.0,1734,2927.0,5242.0,81.0,0.372
798045708,Existing Customer,42.0,F,5,Graduate,Married,$40K - $60K,Blue,36.0,2,1.0,1.0,7434.0,0,7434.0,4182.0,76.0,0.0
708455883,Attrited Customer,57.0,M,1,Graduate,Single,$80K - $120K,Blue,36.0,2,3.0,2.0,10244.0,861,9383.0,1127.0,29.0,0.084
767587833,Existing Customer,44.0,M,3,Graduate,Single,$120K +,Blue,37.0,3,1.0,2.4553174681544387,3650.0,2512,1138.0,4599.0,75.0,0.688
708928908,Existing Customer,39.0,F,1,Graduate,Single,Less than $40K,Blue,23.0,4,3.0,3.0,2533.0,0,2533.0,5128.0,74.0,0.0
772491333,Existing Customer,31.0,F,1,Post-Graduate,Married,Less than $40K,Blue,21.0,2,1.0,2.0,5342.0,2005,3337.0,4404.086303939963,94.0,0.375
719880408,Existing Customer,46.0,F,4,Graduate,Married,Less than $40K,Blue,35.0,6,3.0,1.0,3072.0,1611,1461.0,3992.0,57.0,0.524
716832858,Attrited Customer,46.0,M,3,Graduate,Married,$60K - $80K,Blue,34.0,1,2.0,4.0,4930.0,159,4771.0,7412.0,60.0,0.032
715503558,Existing Customer,57.0,F,3,High School,Married,Less than $40K,Blue,36.0,6,2.0,3.0,3542.0,2417,1125.0,4127.0,71.0,0.682
809954133,Existing Customer,49.0,M,2,Uneducated,Married,$60K - $80K,Blue,44.0,6,1.0,3.0,5013.0,0,5013.0,5223.0,84.0,0.0
719724933,Existing Customer,58.0,F,1,Uneducated,Married,Less than $40K,Blue,51.0,5,4.0,2.0,2220.0,1240,980.0,4396.0,78.0,0.559
711772008,Attrited Customer,35.0,F,3,Graduate,Single,Less than $40K,Blue,22.0,1,2.0,1.0,1890.0,666,1224.0,1483.0,36.0,0.352
710428308,Existing Customer,55.0,M,4,High School,Single,$60K - $80K,Blue,51.0,4,1.0,4.0,2001.0,1553,448.0,1910.0,51.0,0.776
717730533,Existing Customer,32.0,M,0,Graduate,Single,$40K - $60K,Blue,21.0,6,1.0,3.0,1614.0,925,689.0,2659.0,63.0,0.573
710706558,Existing Customer,51.0,F,4,Graduate,Single,Less than $40K,Blue,42.0,3,1.0,3.0,2680.0,1753,927.0,1154.0,33.0,0.654
807173358,Existing Customer,56.0,F,0,Post-Graduate,Married,Less than $40K,Blue,51.0,4,2.0,3.0,3617.0,878,2739.0,5416.0,76.0,0.243
713550483,Existing Customer,45.0,M,4,Graduate,Married,$60K - $80K,Blue,33.0,1,2.3411671768539546,1.0,8670.0,1930,6740.0,4404.086303939963,96.0,0.223
778486008,Existing Customer,52.0,F,3,High School,Married,Less than $40K,Blue,40.0,4,4.0,1.0,4223.0,2235,1988.0,3669.0,62.0,0.529
768563658,Existing Customer,56.0,M,2,Uneducated,Married,$40K - $60K,Blue,50.0,4,2.0,3.0,4458.0,1880,2578.0,1424.0,29.0,0.422
715839708,Existing Customer,51.0,M,1,Graduate,Married,$120K +,Blue,39.0,2,3.0,2.0,8631.953698034955,2452,7469.139636614989,7111.0,82.0,0.071
708545058,Existing Customer,45.0,F,2,Graduate,Single,$40K - $60K,Blue,36.0,5,4.0,3.0,1438.3,986,452.3,5136.0,81.0,0.686
720986958,Existing Customer,50.0,F,2,Graduate,Divorced,$40K - $60K,Blue,40.0,6,2.0,2.4553174681544387,8307.0,2517,5790.0,2293.0,36.0,0.303
763681908,Existing Customer,34.0,F,3,Graduate,Married,Less than $40K,Blue,27.0,1,2.0,1.0,5795.0,924,4871.0,5674.0,78.0,0.159
789172683,Existing Customer,56.0,M,2,Doctorate,Married,$60K - $80K,Blue,45.0,6,2.0,2.4553174681544387,2283.0,1430,853.0,1741.0,27.0,0.626
778348233,Existing Customer,53.0,M,3,Graduate,Married,$80K - $120K,Blue,33.0,3,2.0,3.0,2753.0,1811,942.0,1038.0,25.0,0.658
828215508,Attrited Customer,55.0,F,2,Graduate,Married,Less than $40K,Blue,50.0,4,4.0,3.0,1438.3,0,1438.3,1785.0,33.0,0.0
717987258,Existing Customer,43.0,F,3,Graduate,Single,$40K - $60K,Blue,36.0,5,2.0,4.0,2594.0,1686,908.0,4503.0,67.0,0.65
709288383,Existing Customer,32.0,M,2,Graduate,Divorced,$80K - $120K,Blue,26.0,5,1.0,3.0,8631.953698034955,789,7469.139636614989,2337.0,69.0,0.026
